participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.vcm_round,player.individual_exchange,player.group_exchange,player.group_exchange_percent,player.total_op_individual_exchange,player.total_op_group_exchange,player.mpcr,player.round_points,player.player_role,player.player_role_list,player.paid_round,player.final_score,player.final_avg_ge,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,972c1bkd,,0,170,297,csr_3_stageT,4,FinalResults1,10.225.97.136,2017-05-22 05:09:27.362986+00:00,0,1,,,155,4,,,,,,,0.75,,,,,,,0,1,8,ewog1iq7,,,,,,1
3,xqf4m64z,,0,171,297,csr_3_stageT,4,FinalResults2,10.225.97.136,2017-05-22 05:09:27.977651+00:00,0,1,,,140,1,,,,,,,0.75,,,,,,,0,1,8,ewog1iq7,,,,,,1
4,pysp3t9f,,0,104,297,csr_3_stageT,1,quiz2,10.225.97.136,2017-05-22 05:09:29.011673+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,8,ewog1iq7,,,,,,1
1,vhpaehbf,,0,107,297,csr_3_stageT,1,pregame,10.225.97.136,2017-05-22 05:09:26.548091+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,9,ewog1iq7,,,,,,1
2,972c1bkd,,0,170,297,csr_3_stageT,4,FinalResults1,10.225.97.136,2017-05-22 05:09:27.362986+00:00,0,1,,,155,4,,,,,,,0.75,,,,,,,0,1,9,ewog1iq7,,,,,,1
3,xqf4m64z,,0,171,297,csr_3_stageT,4,FinalResults2,10.225.97.136,2017-05-22 05:09:27.977651+00:00,0,1,,,140,1,,,,,,,0.75,,,,,,,0,1,9,ewog1iq7,,,,,,1
4,pysp3t9f,,0,104,297,csr_3_stageT,1,quiz2,10.225.97.136,2017-05-22 05:09:29.011673+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,9,ewog1iq7,,,,,,1
1,vhpaehbf,,0,107,297,csr_3_stageT,1,pregame,10.225.97.136,2017-05-22 05:09:26.548091+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,10,ewog1iq7,,,,,,1
2,972c1bkd,,0,170,297,csr_3_stageT,4,FinalResults1,10.225.97.136,2017-05-22 05:09:27.362986+00:00,0,1,,,155,3,,,,,,,0.75,,,,,,,0,1,10,ewog1iq7,,,,,,1
3,xqf4m64z,,0,171,297,csr_3_stageT,4,FinalResults2,10.225.97.136,2017-05-22 05:09:27.977651+00:00,0,1,,,140,4,,,,,,,0.75,,,,,,,0,1,10,ewog1iq7,,,,,,1
4,pysp3t9f,,0,104,297,csr_3_stageT,1,quiz2,10.225.97.136,2017-05-22 05:09:29.011673+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,10,ewog1iq7,,,,,,1
1,vhpaehbf,,0,107,297,csr_3_stageT,1,pregame,10.225.97.136,2017-05-22 05:09:26.548091+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,11,ewog1iq7,,,,,,1
2,972c1bkd,,0,170,297,csr_3_stageT,4,FinalResults1,10.225.97.136,2017-05-22 05:09:27.362986+00:00,0,1,,,155,1,,,,,,,0.75,,,,,,,0,1,11,ewog1iq7,,,,,,1
3,xqf4m64z,,0,171,297,csr_3_stageT,4,FinalResults2,10.225.97.136,2017-05-22 05:09:27.977651+00:00,0,1,,,140,2,,,,,,,0.75,,,,,,,0,1,11,ewog1iq7,,,,,,1
4,pysp3t9f,,0,104,297,csr_3_stageT,1,quiz2,10.225.97.136,2017-05-22 05:09:29.011673+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,11,ewog1iq7,,,,,,1
1,yc7mtep7,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.117,2017-05-22 06:37:07.958415+00:00,0,1,,,60,2,1,11.0,9.0,0.45,30.0,14.0,0.3,17.9,,,,,,0,1,1,wheg36z2,,,,,,0
2,2ccmbtvh,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.142,2017-05-22 06:37:15.132664+00:00,0,1,,,85,4,1,19.0,1.0,0.05,41.2,18.8,0.3,24.94,,,,,,0,4,1,wheg36z2,,,,,,0
3,n075zyx5,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.115,2017-05-22 06:37:31.590088+00:00,0,1,,,50,1,1,1.0,3.0,0.75,40.0,20.0,0.3,7.9,,,,,,0,1,1,wheg36z2,,,,,,0
4,sn7zoalz,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.198,2017-05-22 06:37:40.467183+00:00,0,1,,,65,2,1,5.0,15.0,0.75,38.0,22.0,0.3,16.1,,,,,,0,4,1,wheg36z2,,,,,,0
5,yw177pu2,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.71,2017-05-22 06:37:46.856588+00:00,0,1,,,65,1,1,14.0,6.0,0.3,29.0,31.0,0.3,25.1,,,,,,0,5,1,wheg36z2,,,,,,0
6,mw3d6c72,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.220,2017-05-22 06:38:06.830419+00:00,0,1,,,65,1,1,15.0,5.0,0.25,47.0,13.0,0.3,20.4,,,,,,0,4,1,wheg36z2,,,,,,0
7,c7ssmw0g,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.202,2017-05-22 06:38:13.171572+00:00,0,1,,,75,2,1,12.0,8.0,0.4,36.0,24.0,0.3,21.6,,,,,,0,5,1,wheg36z2,,,,,,0
8,jr7hrd3s,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.120,2017-05-22 06:38:19.268794+00:00,0,1,,,55,3,1,5.0,15.0,0.75,38.0,22.0,0.3,16.1,,,,,,0,4,1,wheg36z2,,,,,,0
9,am33fy92,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.203,2017-05-22 06:38:34.314065+00:00,0,1,,,75,1,1,18.0,2.0,0.1,44.0,16.0,0.3,23.4,,,,,,0,2,1,wheg36z2,,,,,,0
10,n8fskdr0,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.174,2017-05-22 06:38:29.047341+00:00,0,1,,,80,3,1,12.0,8.0,0.4,36.0,24.0,0.3,21.6,,,,,,0,2,1,wheg36z2,,,,,,0
11,gjjzypw0,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.26,2017-05-22 06:38:34.668819+00:00,0,1,,,65,4,1,14.0,6.0,0.3,48.0,12.0,0.3,19.4,,,,,,0,5,1,wheg36z2,,,,,,0
12,jh0jvyqx,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.104,2017-05-22 06:38:49.329304+00:00,0,1,,,65,3,1,3.2,16.8,0.84,57.0,3.0,0.3,9.14,,,,,,0,5,1,wheg36z2,,,,,,0
13,ralqn835,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.188,2017-05-22 06:38:53.245680+00:00,0,1,,,65,4,1,19.0,1.0,0.05,24.0,36.0,0.3,30.1,,,,,,0,3,1,wheg36z2,,,,,,0
14,p0jrt99e,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.130,2017-05-22 06:38:54.752662+00:00,0,1,,,55,3,1,14.0,6.0,0.3,34.0,26.0,0.3,23.6,,,,,,0,3,1,wheg36z2,,,,,,0
15,sopbgk2i,SSEL_B_18,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.145,2017-05-22 06:38:55.773255+00:00,0,1,,,75,3,1,10.0,10.0,0.5,31.0,13.0,0.3,16.9,,,,,,0,1,1,wheg36z2,,,,,,0
16,z8yh3j3m,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.62,2017-05-22 06:39:00.445795+00:00,0,1,,,65,2,1,15.0,5.0,0.25,47.0,13.0,0.3,20.4,,,,,,0,2,1,wheg36z2,,,,,,0
17,sbdutvye,SSEL_B_19,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.67,2017-05-22 06:39:01.064223+00:00,0,1,,,75,2,1,19.0,1.0,0.05,41.2,18.8,0.3,24.94,,,,,,0,3,1,wheg36z2,,,,,,0
18,bzt232iz,SSEL_B_16,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.185,2017-05-22 06:39:02.641713+00:00,0,1,,,80,4,1,19.0,1.0,0.05,41.2,18.8,0.3,24.94,,,,,,0,1,1,wheg36z2,,,,,,0
19,ekbiybc6,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.140,2017-05-22 06:39:06.744790+00:00,0,1,,,75,4,1,10.0,10.0,0.5,38.0,22.0,0.3,19.6,,,,,,0,2,1,wheg36z2,,,,,,0
20,7pyi0chy,SSEL_B_20,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.136,2017-05-22 06:39:06.769581+00:00,0,1,,,70,1,1,19.0,1.0,0.05,22.0,22.0,0.3,25.9,,,,,,0,3,1,wheg36z2,,,,,,0
1,yc7mtep7,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.117,2017-05-22 06:37:07.958415+00:00,0,1,,,60,1,2,10.0,10.0,0.5,27.0,33.0,0.3,22.9,,,,,,0,1,2,wheg36z2,,,,,,0
2,2ccmbtvh,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.142,2017-05-22 06:37:15.132664+00:00,0,1,,,85,4,2,19.0,1.0,0.05,32.0,28.0,0.3,27.7,,,,,,0,1,2,wheg36z2,,,,,,0
3,n075zyx5,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.115,2017-05-22 06:37:31.590088+00:00,0,1,,,50,1,2,2.0,2.0,0.5,51.0,9.0,0.3,5.3,,,,,,0,4,2,wheg36z2,,,,,,0
4,sn7zoalz,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.198,2017-05-22 06:37:40.467183+00:00,0,1,,,65,2,2,6.2,13.8,0.69,29.0,31.0,0.3,19.64,,,,,,0,2,2,wheg36z2,,,,,,0
5,yw177pu2,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.71,2017-05-22 06:37:46.856588+00:00,0,1,,,65,2,2,1.0,19.0,0.95,50.0,10.0,0.3,9.7,,,,,,0,4,2,wheg36z2,,,,,,0
6,mw3d6c72,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.220,2017-05-22 06:38:06.830419+00:00,0,1,,,65,3,2,14.0,6.0,0.3,36.8,23.2,0.3,22.76,,,,,,0,1,2,wheg36z2,,,,,,0
7,c7ssmw0g,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.202,2017-05-22 06:38:13.171572+00:00,0,1,,,75,2,2,16.0,4.0,0.2,19.2,40.8,0.3,29.44,,,,,,0,1,2,wheg36z2,,,,,,0
8,jr7hrd3s,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.120,2017-05-22 06:38:19.268794+00:00,0,1,,,55,4,2,1.0,19.0,0.95,34.2,25.8,0.3,14.44,,,,,,0,5,2,wheg36z2,,,,,,0
9,am33fy92,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.203,2017-05-22 06:38:34.314065+00:00,0,1,,,75,3,2,12.0,8.0,0.4,23.2,36.8,0.3,25.44,,,,,,0,3,2,wheg36z2,,,,,,0
10,n8fskdr0,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.174,2017-05-22 06:38:29.047341+00:00,0,1,,,80,1,2,14.0,6.0,0.3,36.8,23.2,0.3,22.76,,,,,,0,3,2,wheg36z2,,,,,,0
11,gjjzypw0,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.26,2017-05-22 06:38:34.668819+00:00,0,1,,,65,4,2,12.0,8.0,0.4,25.0,35.0,0.3,24.9,,,,,,0,2,2,wheg36z2,,,,,,0
12,jh0jvyqx,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.104,2017-05-22 06:38:49.329304+00:00,0,1,,,65,1,2,10.0,10.0,0.5,27.0,33.0,0.3,22.9,,,,,,0,2,2,wheg36z2,,,,,,0
13,ralqn835,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.188,2017-05-22 06:38:53.245680+00:00,0,1,,,65,3,2,19.0,1.0,0.05,32.0,28.0,0.3,27.7,,,,,,0,5,2,wheg36z2,,,,,,0
14,p0jrt99e,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.130,2017-05-22 06:38:54.752662+00:00,0,1,,,55,1,2,12.0,8.0,0.4,39.0,21.0,0.3,20.7,,,,,,0,5,2,wheg36z2,,,,,,0
15,sopbgk2i,SSEL_B_18,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.145,2017-05-22 06:38:55.773255+00:00,0,1,,,75,4,2,19.0,1.0,0.05,34.0,10.0,0.3,22.3,,,,,,0,3,2,wheg36z2,,,,,,0
16,z8yh3j3m,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.62,2017-05-22 06:39:00.445795+00:00,0,1,,,65,4,2,5.0,15.0,0.75,32.0,28.0,0.3,17.9,,,,,,0,4,2,wheg36z2,,,,,,0
17,sbdutvye,SSEL_B_19,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.67,2017-05-22 06:39:01.064223+00:00,0,1,,,75,3,2,13.0,7.0,0.35,40.0,4.0,0.3,16.3,,,,,,0,2,2,wheg36z2,,,,,,0
18,bzt232iz,SSEL_B_16,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.185,2017-05-22 06:39:02.641713+00:00,0,1,,,80,2,2,19.0,1.0,0.05,34.0,10.0,0.3,22.3,,,,,,0,3,2,wheg36z2,,,,,,0
19,ekbiybc6,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.140,2017-05-22 06:39:06.744790+00:00,0,1,,,75,2,2,15.0,5.0,0.25,35.8,24.2,0.3,23.76,,,,,,0,5,2,wheg36z2,,,,,,0
20,7pyi0chy,SSEL_B_20,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.136,2017-05-22 06:39:06.769581+00:00,0,1,,,70,3,2,7.8,12.2,0.61,43.0,17.0,0.3,16.56,,,,,,0,4,2,wheg36z2,,,,,,0
1,yc7mtep7,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.117,2017-05-22 06:37:07.958415+00:00,0,1,,,60,4,3,8.0,12.0,0.6,38.6,21.4,0.3,18.02,,,,,,0,3,3,wheg36z2,,,,,,0
2,2ccmbtvh,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.142,2017-05-22 06:37:15.132664+00:00,0,1,,,85,3,3,19.0,1.0,0.05,29.2,30.8,0.3,28.54,,,,,,0,5,3,wheg36z2,,,,,,0
3,n075zyx5,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.115,2017-05-22 06:37:31.590088+00:00,0,1,,,50,3,3,0.2,3.8,0.95,39.0,21.0,0.3,7.64,,,,,,0,1,3,wheg36z2,,,,,,0
4,sn7zoalz,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.198,2017-05-22 06:37:40.467183+00:00,0,1,,,65,4,3,9.0,11.0,0.55,39.2,20.8,0.3,18.54,,,,,,0,1,3,wheg36z2,,,,,,0
5,yw177pu2,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.71,2017-05-22 06:37:46.856588+00:00,0,1,,,65,1,3,1.0,19.0,0.95,38.2,5.8,0.3,8.44,,,,,,0,2,3,wheg36z2,,,,,,0
6,mw3d6c72,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.220,2017-05-22 06:38:06.830419+00:00,0,1,,,65,1,3,14.0,6.0,0.3,39.0,21.0,0.3,22.1,,,,,,0,3,3,wheg36z2,,,,,,0
7,c7ssmw0g,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.202,2017-05-22 06:38:13.171572+00:00,0,1,,,75,1,3,10.0,10.0,0.5,43.0,17.0,0.3,18.1,,,,,,0,1,3,wheg36z2,,,,,,0
8,jr7hrd3s,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.120,2017-05-22 06:38:19.268794+00:00,0,1,,,55,3,3,10.0,10.0,0.5,43.0,17.0,0.3,18.1,,,,,,0,2,3,wheg36z2,,,,,,0
9,am33fy92,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.203,2017-05-22 06:38:34.314065+00:00,0,1,,,75,2,3,10.0,10.0,0.5,53.0,7.0,0.3,15.1,,,,,,0,1,3,wheg36z2,,,,,,0
10,n8fskdr0,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.174,2017-05-22 06:38:29.047341+00:00,0,1,,,80,3,3,15.0,5.0,0.25,48.0,12.0,0.3,20.1,,,,,,0,3,3,wheg36z2,,,,,,0
11,gjjzypw0,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.26,2017-05-22 06:38:34.668819+00:00,0,1,,,65,4,3,10.0,10.0,0.5,38.2,21.8,0.3,19.54,,,,,,0,5,3,wheg36z2,,,,,,0
12,jh0jvyqx,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.104,2017-05-22 06:38:49.329304+00:00,0,1,,,65,1,3,5.6,14.4,0.72,41.0,19.0,0.3,15.62,,,,,,0,5,3,wheg36z2,,,,,,0
13,ralqn835,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.188,2017-05-22 06:38:53.245680+00:00,0,1,,,65,4,3,19.0,1.0,0.05,34.0,26.0,0.3,27.1,,,,,,0,4,3,wheg36z2,,,,,,0
14,p0jrt99e,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.130,2017-05-22 06:38:54.752662+00:00,0,1,,,55,1,3,10.2,9.8,0.49,38.0,22.0,0.3,19.74,,,,,,0,4,3,wheg36z2,,,,,,0
15,sopbgk2i,SSEL_B_18,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.145,2017-05-22 06:38:55.773255+00:00,0,1,,,75,2,3,19.0,1.0,0.05,44.0,16.0,0.3,24.1,,,,,,0,2,3,wheg36z2,,,,,,0
16,z8yh3j3m,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.62,2017-05-22 06:39:00.445795+00:00,0,1,,,65,3,3,19.0,1.0,0.05,27.6,32.4,0.3,29.02,,,,,,0,4,3,wheg36z2,,,,,,0
17,sbdutvye,SSEL_B_19,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.67,2017-05-22 06:39:01.064223+00:00,0,1,,,75,2,3,19.0,1.0,0.05,20.2,23.8,0.3,26.44,,,,,,0,5,3,wheg36z2,,,,,,0
18,bzt232iz,SSEL_B_16,0,803,821,csr_3_stageT,10,FinalResults2,10.224.77.185,2017-05-22 06:39:02.641713+00:00,0,1,,,80,2,3,19.0,1.0,0.05,20.2,23.8,0.3,26.44,,,,,,0,3,3,wheg36z2,,,,,,0
19,ekbiybc6,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults2,10.224.76.140,2017-05-22 06:39:06.744790+00:00,0,1,,,75,2,3,14.0,6.0,0.3,32.6,27.4,0.3,24.02,,,,,,0,4,3,wheg36z2,,,,,,0
