"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.ret_timer","player.user_text","player.is_correct","player.ret_final_score","player.round_payoff","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"35",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"ep7o",1,6,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"36",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"37",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"ep70",0,6,0,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"38",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"39",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"40",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"41",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"epl7o",0,6,0,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"42",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,10,120,"ep7o",1,6,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"43",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"44",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"45",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"46",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"47",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,15,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"48",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"ep7o",1,8,1,0,1,5,"2huaehm1",NA,NA,NA,NA,NA,0
"49",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"zf1Y",0,8,0,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"50",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"zf1Y",0,8,0,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"51",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"zflY",1,8,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"52",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"53",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"zfly",0,6,0,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"54",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"55",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"56",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"57",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"zflY",1,8,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"58",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,10,120,"zfly",0,6,0,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"59",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"60",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"zfly",0,8,0,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"61",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"62",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"63",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,15,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"64",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"zflY",1,10,1,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"65",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"CwNg",1,10,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"66",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"cWnG",0,8,0,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"67",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"CwNg",1,10,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"68",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"69",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"CwNg",1,8,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"70",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"71",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"72",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"73",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"CwNh",0,8,0,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"74",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,10,120,"CwNg",1,8,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"75",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"76",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"CwNg",1,10,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"77",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"78",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"79",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,15,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"80",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"CwNg",1,12,1,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"81",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"OhZn",1,12,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"82",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"OhZn",1,10,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"83",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"OhZn",1,12,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"84",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"85",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"OhZn",1,10,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"86",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"87",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"88",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"89",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,9,120,"OhZn",1,10,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"90",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,10,120,"OhZn",1,10,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"91",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,11,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"92",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,12,120,"OhZn",1,12,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"93",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,13,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"94",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,14,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"95",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,15,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"96",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,16,120,"OhZn",1,14,1,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"97",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,1,120,"Xw0w",1,14,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"98",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,120,"Xw0w",1,12,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"99",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,120,"Xw0w",1,14,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"100",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,120,"Zw0w",0,14,0,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"101",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,5,120,"Xw0w",1,12,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"102",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,6,120,"Xw0w",1,16,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"103",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,7,120,"XwOw",0,14,0,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"104",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,8,120,"Xw0w",1,16,1,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
